,attackhlc
100613,1
75188,1
67083,0
54818,0
115635,0
23443,1
92447,1
57357,2
122967,0
25426,0
101071,1
103112,1
108534,1
85626,1
43944,0
16727,4
108377,1
48474,0
42478,3
82559,0
103383,1
42615,0
4631,3
81389,0
34384,0
72175,1
86987,1
49535,0
62713,0
88198,1
5625,1
114703,0
93915,1
98169,1
93316,0
8825,0
2527,1
87802,0
19473,1
10345,0
92477,0
3148,1
9124,0
49470,0
100660,0
109356,1
17487,0
110154,0
72805,1
44579,0
45605,0
117688,0
20300,0
55294,0
57070,0
68631,0
52174,0
111970,0
113137,0
61492,1
88134,3
37597,0
75227,1
53357,1
105370,1
17456,0
6991,1
1474,1
27387,1
113609,1
3081,1
77243,1
66905,0
55078,0
80636,1
125060,3
67884,3
87457,0
32585,1
113037,1
52535,0
113750,0
5742,1
85153,1
34401,0
27909,1
38977,1
4829,1
97547,0
29543,3
30347,0
31715,0
27606,1
14299,0
62935,0
25450,0
17708,0
99685,1
118467,3
58714,1
117549,0
65876,0
102444,0
106415,0
23961,0
105086,0
25277,1
4378,0
80316,1
31684,1
75075,1
119349,1
4338,1
50989,3
66443,1
79662,0
43888,3
101122,1
28943,3
38812,3
11434,0
87167,3
119309,1
114909,0
110307,0
85611,0
125272,0
99526,3
103378,0
116739,0
27278,0
36227,0
68321,1
100995,3
67421,0
61332,0
89478,0
60166,0
8500,0
21880,3
101695,3
95398,0
79829,1
88144,1
46935,0
6481,3
70887,0
100181,0
110766,0
117959,1
107990,0
28823,0
119524,3
123090,0
114827,0
8053,1
87945,0
389,0
58272,0
80459,1
117385,0
34831,0
76398,0
82303,1
7415,1
108683,0
60526,1
91977,1
39567,1
96008,0
98095,0
80446,0
85508,1
114387,0
48636,0
23778,1
81890,1
70305,0
19317,0
5778,0
41785,1
18781,3
98450,1
7755,1
38378,0
86473,0
98876,0
31659,3
83216,0
86390,0
84800,3
76295,1
43154,3
47572,1
78226,1
18671,0
78715,0
13976,0
104370,0
76657,0
90991,0
50383,1
5761,0
86259,0
124817,3
99749,3
98602,1
85120,0
81862,1
8209,0
47970,0
93234,1
108168,1
54578,0
119045,0
10742,0
118281,0
108176,1
69883,0
47063,1
98192,0
89515,0
62061,0
980,0
38435,1
28086,0
113871,1
45234,0
111983,0
100482,1
74050,0
121923,0
24628,0
6093,0
75934,3
74841,0
29789,1
64361,2
20574,1
105009,1
78120,0
27309,1
110648,0
94587,1
107169,3
86396,0
78073,0
46109,1
80642,1
64545,1
124121,0
51406,1
84384,1
43707,0
23321,0
45262,0
70700,0
51192,0
48613,0
39974,1
37735,0
5995,0
108123,0
71393,1
35927,1
54448,1
11689,0
55847,0
8290,0
68704,2
57635,0
8412,0
9050,0
107203,1
106601,0
90263,1
95794,0
76609,1
97195,0
62942,1
71831,1
4463,0
104972,0
80426,3
37157,0
19529,1
30428,0
59476,0
26012,0
14936,0
73511,2
49860,1
62709,0
88427,0
104523,0
121534,0
39587,0
12540,1
6611,0
51460,1
104281,0
95848,0
108231,1
18973,1
107680,1
74400,0
83571,1
45183,0
5811,1
12374,1
52979,3
70726,3
36714,2
58429,1
28969,0
59757,0
37565,0
63157,1
13824,0
20737,0
6226,1
66633,1
29341,0
104979,0
95940,1
76317,0
7306,0
10373,0
20663,1
116434,1
99926,1
29488,0
112575,1
115034,0
112580,1
36953,0
70240,0
14748,0
12934,0
45820,0
70152,1
17236,0
66620,0
93697,0
85608,0
66736,1
25981,3
71661,0
61512,0
24078,1
121334,0
111417,0
116308,1
45285,0
71700,1
91950,0
28861,1
88131,0
116802,0
19125,1
111406,0
73264,1
53217,0
52090,1
48906,1
10321,0
15803,0
102082,0
93233,1
25683,3
30440,0
40044,1
464,0
100255,0
25011,3
1169,3
57914,0
82152,1
108732,0
105277,1
73080,0
11772,0
56572,1
33717,1
112826,0
101886,0
62784,1
91999,1
54293,1
108502,0
78627,3
35124,0
63704,1
42894,0
13626,1
39552,1
26778,3
63631,0
65632,3
95736,0
60641,1
37811,1
30913,3
6267,0
104617,1
68264,3
102609,1
27418,2
123092,0
121769,1
85630,1
47804,0
63771,1
80208,1
110755,1
117535,0
97482,1
3258,0
108473,3
116845,0
15585,0
80959,0
64874,3
69375,1
125310,0
9188,0
115457,1
45382,0
106226,1
11753,0
82636,1
4823,0
2155,0
52514,0
150,1
103502,0
93305,1
59608,1
88794,0
80692,0
119470,0
15877,0
123604,1
59536,3
111320,3
52725,1
83030,0
98518,0
24015,0
60231,1
70674,0
8165,0
22264,0
47466,1
91669,1
57674,3
10317,0
80644,0
13318,3
63136,0
94248,1
8004,0
75211,0
107941,0
50357,1
92262,0
68616,1
103545,3
14129,1
68412,1
116497,0
11468,2
43814,1
10656,0
48897,0
9090,0
42229,3
117123,0
74676,1
56736,0
929,1
33615,0
93873,1
112131,0
47839,0
35250,1
21826,0
114621,1
22116,3
40405,1
57000,3
124026,0
87832,1
68223,3
18303,0
44136,1
70703,1
70693,1
73517,0
68679,0
74666,0
104971,1
2673,0
61004,0
103018,0
69879,0
105782,1
31070,1
121057,0
90972,0
79939,0
15669,1
27570,0
44494,0
96066,3
84522,1
91793,1
51308,0
97514,1
29442,1
19639,0
45008,1
84816,1
115093,0
86983,0
57881,0
59169,0
100827,0
116905,1
42040,3
54950,3
82852,0
90011,0
64829,1
119786,0
74409,1
121193,0
71258,1
26822,0
78500,1
71100,0
42257,0
119781,0
116170,1
51568,0
94254,0
91024,1
38933,1
46101,0
49812,0
120136,1
26950,1
61627,1
57059,3
44432,3
46848,1
18752,1
68256,0
120269,1
65138,1
12215,1
108931,1
63836,1
56371,0
98562,3
66972,0
36415,0
49658,0
88926,3
47769,1
105473,0
42286,0
44830,0
67422,1
53084,0
90152,1
43316,1
104136,1
100889,0
87413,1
93898,1
32226,1
53868,0
17535,0
91267,0
70272,0
109653,0
6475,1
58319,1
83588,1
58917,0
190,2
44519,0
77875,1
63700,0
45293,1
53176,0
12376,0
38984,0
77375,0
48510,1
28691,1
90899,1
27681,0
92402,0
27150,3
18325,1
38135,0
25592,1
102232,0
22136,0
37065,0
22522,1
84321,3
82581,0
6577,0
110981,0
55635,3
54422,0
18961,0
37548,3
3702,0
87432,0
79354,0
82570,0
112138,0
21559,1
26882,1
51692,0
106173,0
107550,0
112234,3
125447,1
122186,1
95414,0
27877,3
91854,3
108061,0
87766,1
48588,1
34381,1
124269,1
78048,0
98489,1
122090,0
97258,0
103897,1
124275,1
104032,3
100882,0
96141,1
17513,1
70977,0
102058,1
86649,0
79591,1
57511,0
25409,0
3232,1
41268,1
31754,3
79027,0
30126,0
92892,2
83164,1
103913,0
74027,3
28766,0
19886,0
106157,0
35022,1
119967,0
60456,0
67269,0
83309,0
99579,0
15839,1
3799,1
35810,3
34970,1
30829,0
28972,0
55983,1
103292,0
53078,0
72019,0
76196,0
71095,0
97618,0
14045,0
38456,0
18506,0
24556,1
75016,0
32844,3
64306,1
67242,1
55826,1
34622,3
59186,0
38817,1
35455,0
41507,0
35426,1
59241,0
113710,0
60619,1
59854,0
109692,1
106245,0
113574,0
73731,0
94244,0
48944,0
14587,0
17055,0
14384,1
103307,0
65582,0
78398,1
22999,0
69286,3
86043,1
86580,0
90212,1
38176,3
23941,3
709,3
6416,1
118610,1
5879,1
107423,1
82784,0
122629,0
43133,1
118590,3
5113,0
73839,1
55565,1
73569,0
82444,0
19268,3
52225,0
18680,1
28841,1
111943,0
28151,0
111593,0
65722,1
27960,0
54729,0
5387,0
106827,1
124680,1
5543,1
95574,1
13944,0
16272,3
62959,1
32697,1
31213,0
46809,0
92207,3
90169,1
123398,1
2446,0
37961,1
1357,3
56884,1
72959,0
124164,0
109871,1
100802,0
16313,1
69025,1
28860,3
96120,0
36149,1
30359,3
121300,0
37175,0
103335,1
83230,0
80209,1
43101,0
91009,0
18861,1
57231,0
120379,1
48988,0
83666,0
1116,0
69197,0
9244,1
103264,0
6510,1
115479,0
41712,2
6385,0
1096,0
43879,0
64097,0
35359,1
56915,1
11921,0
50969,3
75808,0
90131,1
79195,0
56002,1
49744,1
53418,1
75152,0
86803,1
85301,1
114305,0
48853,0
1520,0
40859,1
14843,1
110699,0
53286,1
67031,3
119436,0
14573,3
78777,1
115716,1
95872,0
68774,1
16945,0
77743,0
106135,0
95307,0
39669,3
55784,0
2807,0
20804,0
1217,0
121579,0
96309,1
15476,3
6157,0
28162,1
122242,1
53263,0
5822,1
104346,0
651,0
111553,0
60295,0
79150,0
28265,3
22453,1
43359,0
49190,0
122979,0
3423,1
41454,1
79109,1
87509,1
10017,0
34706,0
91758,0
72408,1
16455,1
122603,2
106299,0
84849,1
101452,2
70705,0
19364,0
19420,1
125616,1
64437,0
57262,0
107034,0
113125,3
80032,1
16807,1
111008,1
66943,1
65527,1
63470,1
82526,3
19998,0
97895,1
57800,0
69236,3
87278,1
37994,0
99351,0
117788,0
89653,1
80514,3
44507,0
56978,1
122444,1
61770,1
35376,1
23251,0
90162,1
100341,1
64438,0
98853,0
25437,0
82854,1
97828,0
68328,0
31294,0
48540,1
4369,0
81118,1
14329,1
102127,1
6323,0
64819,1
106032,0
61299,1
19328,0
63852,0
122441,0
93995,0
19003,3
84208,3
69932,0
94042,0
103464,0
55288,1
98242,1
13070,3
2624,1
5196,0
23787,0
490,1
86742,3
52569,0
49131,0
6309,0
82433,1
122422,1
115768,3
99588,0
88000,1
42200,3
81080,0
125832,0
114933,0
92492,1
50187,1
36093,0
27033,3
52137,3
118755,1
83264,1
69820,0
82035,0
91651,1
11089,3
16606,1
93768,1
115557,0
18236,0
55630,1
61199,0
67963,1
99972,1
17122,1
31313,1
11769,0
58064,0
18381,0
15089,1
77421,0
32750,1
26163,1
119458,0
28121,0
108943,0
120212,0
14524,0
124090,1
13692,0
119558,0
46902,1
58857,1
72409,1
57340,1
90456,0
2262,1
120678,0
22077,0
10608,0
28970,0
92450,0
52704,0
6712,1
60514,0
54202,1
76331,0
74383,0
7352,1
19961,0
72070,0
95929,0
111023,0
72026,1
93756,3
30075,3
65407,0
104433,1
59612,1
97282,0
83116,1
106093,0
101269,3
44373,3
22193,1
16715,0
39685,2
42634,0
99563,0
104889,0
6033,1
107726,1
64116,0
118190,0
123600,0
44272,0
2684,1
26368,0
37446,0
115108,1
2989,0
20949,0
35970,1
4480,0
91930,1
75088,0
119653,0
108559,0
13794,1
36947,0
46262,0
68997,0
93320,1
35936,1
86148,1
105907,0
75537,0
47560,0
44200,0
103101,0
105188,1
91087,1
61935,0
22363,0
41693,0
105264,0
25134,0
100877,1
9454,1
57225,0
35331,0
35274,2
21331,0
24183,3
63147,1
56348,0
107747,1
120484,1
5333,1
15827,0
75790,0
20803,1
1704,1
75864,3
104732,1
111787,1
118619,0
93106,1
120399,1
8718,0
32567,0
112782,1
67744,1
80064,0
50484,1
117635,0
63992,0
9627,1
38088,3
39253,3
34216,0
105905,0
4744,1
34406,1
88051,1
10297,0
101121,3
18354,0
124888,0
24828,3
24727,0
77573,1
59162,0
95951,1
42247,0
22507,1
36857,1
108977,1
122406,0
101722,0
50535,1
40523,3
79599,0
79280,0
78274,0
21009,0
34626,3
58282,0
90312,1
122832,0
18203,0
31520,0
113650,3
55354,0
18644,1
30821,1
89606,0
111076,0
122962,0
59821,0
69936,0
10748,0
48508,1
112515,3
98355,1
12335,0
32470,3
95978,1
92564,0
43495,0
97627,0
124084,1
31432,0
8695,0
5006,0
35459,0
115838,0
1397,0
65047,0
28597,3
66983,0
43509,0
52692,1
103918,2
36687,1
123817,0
94074,1
35924,0
52447,0
25457,0
119183,0
88655,0
39578,0
27392,0
106673,0
59224,3
96893,1
22256,1
108689,3
73321,0
9026,0
88892,0
108102,1
101117,0
48967,1
73713,1
76464,0
117403,1
79969,0
101415,3
87467,1
63479,0
109905,1
95969,1
27266,1
18956,0
34916,3
123999,0
58486,0
24771,0
53770,1
58158,3
79138,0
46386,0
105156,0
26886,3
57742,1
41876,0
116421,0
39808,0
14273,0
97912,1
97933,1
121423,0
82486,0
15593,3
111016,1
116329,1
100481,0
30203,1
60899,1
11644,1
95990,3
10807,1
80466,1
50446,0
74275,0
26585,0
108864,1
115906,0
95174,0
25717,3
77480,3
122243,1
1358,1
120044,1
95223,1
106588,1
122300,1
62677,1
58351,0
115156,1
18693,0
8070,1
80099,0
88775,1
56126,0
39562,1
4655,2
67818,1
85957,0
52097,0
63483,0
40259,1
125624,1
68818,0
50009,0
7443,1
31221,1
46282,1
43554,3
98954,1
54547,0
24944,1
112719,0
115026,1
32468,0
120994,3
33491,1
119428,1
52024,3
10940,1
98683,0
45412,1
9315,3
75650,1
84867,3
19493,0
63598,1
87986,0
9303,0
80790,3
26701,0
10580,3
78944,1
121031,0
110584,0
85274,0
17326,3
103770,1
117564,0
68384,0
111846,0
1160,1
125822,1
110371,0
6445,3
97470,3
110850,0
71517,1
120291,0
51724,1
111147,0
28287,0
28539,1
13954,3
51965,1
25840,0
72953,3
86583,1
122840,0
102604,0
67329,0
100370,1
83703,0
85784,0
72757,0
41643,0
123483,1
5126,3
117938,3
10137,1
90576,0
102217,0
51257,1
81923,1
61642,1
111204,0
89184,1
94939,1
123825,1
110556,0
11377,3
11032,1
104566,0
115695,1
72262,1
107313,0
39460,0
55105,1
66274,0
124397,0
49819,0
55822,0
92019,0
59029,2
7897,0
5522,0
10834,1
9411,0
63829,0
887,3
97956,1
99358,0
84323,0
112475,0
44118,0
22546,1
106953,0
66171,0
48178,1
91798,0
11505,0
64551,2
47586,1
11390,0
63525,0
9775,1
6232,1
52356,1
74052,3
123279,0
68892,0
44011,0
87633,0
57678,0
53373,1
58433,0
60050,1
14558,0
70297,1
123341,0
58731,1
4155,0
48365,1
78085,1
85529,0
56011,1
104818,1
54824,0
43238,0
39742,1
10300,0
14356,0
56222,0
44488,1
119425,1
29601,0
63277,0
54383,3
17161,0
70989,1
56001,1
32868,0
24618,1
45702,0
124438,1
4316,1
25078,0
82769,0
98634,3
39928,1
42646,0
110302,0
115763,0
42930,3
107072,1
20950,1
6515,1
107499,0
2130,0
69125,1
63997,1
7572,1
16805,3
39618,0
79020,0
3255,0
124728,1
19646,3
64787,0
4493,3
10614,1
20947,0
100620,3
119999,0
10964,0
115260,1
74884,1
51882,1
22384,1
18539,1
80386,0
112661,1
3852,0
14800,0
35451,0
96380,0
60687,1
62510,1
53685,1
105381,0
44335,1
47313,1
17573,0
33100,1
54195,0
88689,0
41671,1
86745,1
50208,0
35772,1
107429,0
79636,1
60368,0
35956,0
33204,1
87372,0
4159,0
321,1
82323,1
82375,0
66160,0
111437,0
31531,0
38353,0
89072,0
45492,0
121829,1
118572,0
117765,0
23604,0
117157,1
48796,1
24541,3
98013,0
76791,0
3512,1
123512,1
65382,1
12736,1
83013,1
66890,0
94493,0
34507,0
84262,0
21080,0
62256,0
83274,0
51027,1
59019,1
71428,1
51332,3
30590,1
26411,0
39610,1
77118,0
119710,3
104481,1
41744,0
102416,1
124054,0
30487,1
70460,1
121087,0
55671,0
60252,1
57520,3
88451,1
6072,0
59512,1
63538,1
115361,0
124857,0
32263,1
109029,3
21903,1
53174,0
29360,0
124983,0
120449,1
32475,1
89546,1
7534,0
62726,1
94601,1
95376,0
9948,0
8491,0
4634,0
90617,0
114142,1
8784,0
17449,3
113676,0
105591,1
88955,1
108086,0
5063,1
106244,0
35627,1
69003,0
44564,1
103399,3
62764,1
7567,0
56518,1
48495,1
47239,0
104318,0
26031,0
119413,1
64314,1
35147,0
61417,2
87001,1
66737,1
40900,1
29973,1
90587,0
22918,0
107605,0
67946,0
122357,1
105977,1
56647,0
110738,0
85811,0
74596,1
3308,1
120071,0
117992,0
65428,0
92044,0
37015,0
115089,2
120124,1
84055,1
122602,1
34336,0
97784,1
3926,1
86919,0
72102,0
5246,3
5547,0
18707,1
6252,1
77043,1
74524,0
98338,1
27182,0
62202,0
47988,1
83456,0
55476,1
25258,0
11548,0
55494,0
94255,1
81061,1
125112,0
106907,0
5936,3
18319,0
43162,1
48688,0
16545,1
36670,1
7544,0
11673,1
68434,0
124626,0
57601,0
42194,0
93678,3
95507,0
116931,1
25392,0
77163,0
124201,0
44021,0
39050,0
40316,3
56881,0
71906,0
100292,0
20754,0
76651,0
85974,0
44431,1
106757,0
36925,1
60608,0
67948,1
64726,1
84176,3
8181,1
73541,1
54933,0
51324,1
51178,0
29471,3
16901,1
8234,1
42921,0
77894,1
106271,3
6046,0
254,3
112311,0
110262,0
45207,0
83397,1
121298,0
90731,1
48431,1
20208,1
5380,1
5293,0
48468,1
60153,1
63522,0
51066,0
82371,1
53393,0
29283,0
78792,0
25181,3
101352,0
99310,3
95007,0
49428,0
35248,0
73567,0
70364,3
66609,0
35684,3
82760,0
85702,0
72205,0
94372,1
7901,1
64740,1
115429,0
114895,0
84036,1
82092,3
25987,0
95337,1
4258,0
114915,0
97011,3
85817,3
38110,3
35881,0
29554,1
112431,1
38367,1
123560,1
11787,0
36445,1
29441,0
59957,0
35258,0
124589,3
11564,1
97027,0
35122,0
68588,0
68368,0
75959,1
54609,1
42974,0
89333,0
29080,0
29894,0
113013,0
86786,0
106498,1
95886,0
18440,0
95477,0
71584,0
18330,1
26119,0
30445,0
33767,3
60539,0
34996,0
54563,1
117791,1
6625,3
120266,0
24677,0
26457,1
55080,0
89598,0
91748,0
6135,1
97604,1
70539,0
37862,0
114319,3
125270,0
35224,0
67025,1
19253,1
6709,0
9520,1
47959,3
15893,1
121537,0
88858,1
41668,0
108019,0
47024,1
113176,0
24710,0
110634,2
26515,0
73623,0
125542,1
103982,0
68795,0
49779,1
36620,1
82012,0
29835,0
39513,1
803,0
59599,3
115854,1
99590,0
108663,3
23555,0
4787,1
109359,0
92695,1
50555,0
24916,0
55758,3
70419,0
52138,0
43037,1
4676,0
43992,0
119511,0
5804,0
53074,1
4375,0
48170,1
108045,0
24536,1
87955,1
111343,0
19131,3
32220,1
104089,1
55313,1
36140,1
21148,0
42452,0
110520,1
83232,0
97508,0
9560,0
90221,0
422,1
77735,0
65087,1
70842,3
60191,0
56818,0
33672,0
50728,1
90338,1
91660,0
119439,0
65802,0
105681,0
114813,0
111597,0
107910,0
18959,0
59407,0
11069,0
93075,0
120002,0
107591,0
105647,0
85328,0
104715,1
43435,3
27275,0
117176,3
33139,1
35524,1
114934,0
21402,1
57759,0
4328,1
109129,0
42457,1
71474,0
24065,0
111422,0
6584,0
51596,0
96012,1
65978,0
40429,1
114480,1
75252,0
47656,0
51232,0
90915,0
49990,1
106172,0
71864,1
39408,1
28534,0
125870,1
108960,0
78794,0
86376,0
114184,1
100067,0
11794,1
5740,0
94738,0
24318,0
49241,0
20883,1
50436,1
47150,0
118882,1
35908,0
33680,1
29686,1
48363,1
125782,1
121807,0
54684,0
119790,0
46045,0
73491,0
100910,1
34354,0
24681,0
112813,1
69899,0
64145,0
88916,0
101769,0
54944,0
48521,0
13422,0
102940,1
3710,0
16588,1
19854,1
79203,1
5296,1
103269,0
83991,3
41746,1
42667,0
108669,0
25140,0
32877,1
9412,1
101668,1
73556,1
49340,0
67111,0
17395,3
14590,1
80237,0
87737,2
107619,0
110729,0
50620,1
9034,3
33488,1
119758,1
28056,0
84711,1
45818,0
13559,0
50537,1
52659,0
40810,1
71889,0
60257,1
77004,1
97871,1
34098,0
95741,0
83825,3
117562,0
13732,1
62844,1
61021,0
25422,1
32439,1
98914,1
28607,0
113830,1
83601,1
113180,3
106252,1
77449,1
25424,0
30799,3
71064,0
21478,0
118486,1
12405,1
18359,0
49952,1
77085,0
122197,0
49027,1
25343,1
118771,0
6797,0
1267,1
75119,1
25730,1
11758,0
100759,0
358,1
91378,1
28416,1
107715,0
62098,0
31675,0
116545,0
99439,0
19601,0
52708,3
46508,0
81579,0
81606,0
64226,0
115027,0
78853,0
103651,0
125171,0
66910,0
60770,0
113500,1
43203,0
118225,0
114788,3
16952,0
76455,3
63569,0
81636,1
125539,0
94959,1
108876,1
69095,3
123443,1
108237,0
25927,0
62160,1
112467,1
23911,1
59378,1
47061,0
113997,1
5042,1
109451,0
53994,0
38400,0
24786,0
29496,2
21822,2
41484,0
17457,1
12151,1
101961,1
114368,1
72602,0
88670,1
103,0
9732,0
30044,0
28654,1
59417,1
48350,1
55124,1
9512,0
98301,0
117646,0
92655,1
51021,1
75706,0
52022,0
95011,3
15324,1
50183,0
123778,3
75629,1
78753,1
38914,0
97156,1
22588,0
72410,1
94898,3
20353,1
88433,1
61385,1
51986,3
63062,1
38981,1
89052,3
120118,0
13353,1
73887,1
84739,1
57725,0
99037,0
115275,1
38979,0
22439,1
88635,1
77807,1
81236,1
77675,3
32313,1
89428,1
116863,1
88802,0
64098,0
57744,3
5454,1
10486,0
87721,0
117490,1
124848,0
97059,0
105878,0
110244,3
109945,0
42410,0
33152,1
111904,1
102965,2
99107,0
52806,1
3720,0
80910,0
35394,1
23694,0
110985,1
122326,1
6225,0
12724,1
23759,0
88661,0
109679,1
74582,1
86657,0
15139,0
51888,0
44054,1
54398,0
74699,0
108644,0
52142,1
66760,1
59069,0
40034,1
20328,0
105618,0
121969,0
43503,1
70746,0
13432,0
26768,0
7520,1
107934,0
115598,0
15302,0
20401,1
73817,0
53211,0
92294,0
81093,3
65540,0
38158,1
45987,0
58578,1
102272,0
116928,0
62782,1
15734,1
77330,0
31167,1
40011,0
27160,1
105485,0
69377,0
91572,1
106946,1
99087,1
18833,0
86365,0
44513,1
99028,0
72883,0
124329,1
68710,0
95444,1
24125,0
52332,0
60064,0
23874,1
18968,0
8184,3
87158,0
15822,1
72487,0
62491,1
43167,1
62107,0
31967,1
102634,3
45799,0
124396,0
64366,1
81222,0
89677,1
36643,1
7159,1
31806,0
13367,1
104152,0
16340,0
58113,0
107904,0
42861,0
14638,1
119055,0
90923,1
45663,1
115425,0
124753,0
98124,3
17676,3
97438,1
91,0
101451,0
113242,3
90267,0
35733,1
62660,0
3931,1
50611,0
50775,0
92800,0
86126,3
54266,1
72182,1
1222,0
118474,0
40638,0
122008,0
35596,0
3534,0
60162,1
88087,0
20343,0
69842,0
101386,1
96897,1
115725,3
49065,1
9967,1
61317,0
11471,0
82271,0
33384,0
18189,3
42230,3
37025,0
93588,0
10607,0
112336,1
111508,0
35253,0
104006,1
120814,0
7002,0
73987,1
851,3
3792,0
62446,0
27087,0
32941,1
107808,1
121058,0
36057,1
4675,0
74913,0
90045,1
120351,0
112462,0
57589,0
39727,1
31848,0
89876,1
41232,3
69035,1
77349,2
64276,0
104353,0
54170,1
19868,0
112082,0
29440,0
85946,0
19357,0
82702,0
63175,1
48283,0
79889,0
107302,1
64607,0
8011,0
20472,1
47414,0
61181,1
80853,1
53001,3
11272,0
89734,1
54966,1
14278,1
90540,3
61028,1
74234,0
100382,0
35895,1
97661,0
21796,1
36638,0
98297,3
55479,0
63282,0
111480,0
84000,0
94677,1
7387,0
88873,1
124195,3
70605,1
109284,1
16239,0
11261,1
35082,0
804,0
10575,0
87994,0
83207,0
31539,1
46603,1
121884,1
98997,0
3631,0
27812,0
123220,1
13883,0
3441,1
47953,0
81778,1
105975,1
114054,1
38588,3
49442,0
76790,1
31416,0
79852,3
100447,1
21173,0
113238,1
38059,0
25634,1
38609,1
82039,0
82085,3
86935,0
99286,0
77432,0
54358,1
13709,0
94800,0
118488,0
99116,1
28127,0
8526,0
78064,0
119621,0
34966,0
65061,1
108259,0
1986,0
67182,3
4294,0
41221,0
47991,0
3393,0
64269,0
91004,1
106761,0
67695,3
53376,3
80096,1
100694,0
87880,1
99497,3
98907,1
102445,0
4982,0
109313,0
99893,3
105901,1
97091,1
41706,0
93683,1
41025,1
55404,0
102724,3
71425,1
75827,1
4804,0
117851,0
82027,0
40443,0
116415,0
37244,0
56286,0
9409,1
124491,3
5589,0
91628,0
111550,0
21368,1
101228,1
35725,0
8845,0
121067,3
56176,1
74823,0
66656,0
15218,1
96877,3
49269,1
60676,0
75096,0
91134,1
40697,0
83418,0
68779,1
6971,0
34878,0
24800,0
80037,3
77240,1
106526,0
8675,4
123016,0
99504,0
118504,3
12089,3
101556,0
21086,0
47345,0
19847,3
123332,0
34760,1
121474,0
76311,0
57980,0
60466,1
64946,0
123709,0
108986,1
92307,0
29458,0
120036,0
78539,1
92369,1
93315,1
14402,0
7080,1
84358,1
74017,1
62249,3
4140,0
71933,1
115676,0
42031,0
1419,3
47207,0
22481,0
2860,0
94857,0
81803,0
84672,1
60669,1
28575,1
33506,1
70561,0
99581,0
81656,0
93359,0
79782,0
97013,0
112456,0
115210,1
88460,1
16311,0
36211,0
106039,0
37202,0
75254,0
21985,0
64691,0
65253,1
46932,3
34212,1
452,1
96360,1
93109,1
48723,1
77745,1
74047,1
15960,1
40009,0
102627,0
12029,0
58644,0
125264,0
90284,3
18456,1
6146,0
123934,0
13130,0
30794,0
9816,0
31865,1
114207,1
111266,1
38790,1
38626,0
118063,0
49038,0
11369,1
87002,0
73397,0
123118,0
40924,0
53659,1
110102,0
81701,0
35768,1
89171,0
60785,1
85107,1
44321,3
48282,0
102663,0
26619,1
14052,0
69810,0
14203,0
28118,0
63976,0
26503,1
83761,0
55397,0
89293,0
62170,1
47877,1
85980,3
2691,1
51151,0
53862,1
3815,0
91278,0
36661,0
58258,0
94775,0
87538,1
955,0
96233,0
99936,1
21411,3
88967,0
40766,0
45344,1
40607,0
48757,0
36218,0
121857,0
41935,1
90728,0
51666,1
71928,1
38489,0
7975,0
33133,1
124647,0
116210,0
29656,3
111556,0
9550,3
75319,1
103449,1
93786,3
14971,0
27050,0
48752,0
76059,1
85948,3
19487,0
73512,1
56895,1
48471,1
45786,1
54370,0
40340,1
55174,3
125596,0
113246,0
3203,0
34219,0
9157,1
79635,0
51835,0
50055,3
49537,0
88594,0
125118,1
11487,1
72550,0
108712,0
97624,3
55723,1
112672,1
47079,0
105235,0
36050,0
25331,0
121177,1
60540,0
3695,1
31275,1
15388,0
43779,1
40402,0
6388,1
70434,1
4951,0
94300,3
27762,0
64973,1
98042,1
22368,3
84149,1
81484,0
114903,0
23267,1
124501,0
68556,0
48773,0
21469,0
7542,1
99589,0
47486,1
957,0
38003,1
2960,0
28168,1
33836,0
96636,0
82097,3
111373,1
42725,0
77228,0
99540,0
119648,1
95695,1
120818,0
13276,0
13217,0
98831,0
69430,1
46982,1
124248,1
83094,0
38516,1
59375,1
95104,1
120263,0
32816,3
299,1
95624,0
56594,1
90014,0
10595,1
6822,0
34306,0
41403,1
66367,0
22242,0
50731,1
91214,0
45541,0
4123,1
87845,1
65254,0
86151,0
53901,1
115172,0
41174,3
101414,1
29751,1
83505,0
40388,1
99411,0
109925,0
50125,0
105801,0
29115,1
109894,0
25623,0
76156,0
46689,0
119108,0
99835,0
11057,3
19430,1
32060,3
26916,0
114810,1
5234,0
17606,1
17602,1
71847,3
118678,0
23043,0
105305,0
92122,3
66098,0
71466,0
8906,0
71509,0
80275,1
81817,1
40290,1
110638,0
121259,0
79441,0
112391,0
88690,0
10612,0
30629,0
10181,1
84840,0
20456,3
46549,0
27914,0
4567,0
32953,0
36905,0
38245,0
90286,1
31902,1
86249,0
90597,0
92385,0
29120,1
51853,0
25260,1
16448,1
121360,1
82620,0
108542,0
21177,0
53366,3
7827,0
66533,1
125613,1
67257,0
102711,1
